点赞,特色,耗时,实体类型,经度,课程时长,价格,门票价格,entity_name,名称,产地,来源详情,赞同,文化项目,游玩建议,数据质量,来源数量,天数,交通,适合年龄,收费,贴士,行政区,房型,内容摘要,内容,所属店铺,预约方式,主题,线路名,保护级别,来源平台,时间,分类,地址,标签,适宜季节,entity_id,热度分数,关联内容数,景点,简介,来源,内容分类,开放时间,数据来源,推荐路线,纬度,标题,评论数,信任等级,摘要,推荐游览顺序,来源URL,来源列表,门票数值,评分,最佳季节,图片URL,游玩时长(分钟)
,,,,,,,,安昌古镇陈记扯白糖,扯白糖,,,,,,,,,,,,,,,,,安昌古镇陈记扯白糖,,,,,comprehensive,,街头小吃,,,,美食0142,,,,扯白糖——扯白糖是绍兴非遗技艺。师傅现场拉制，将滚烫糖浆反复拉扯至银白色，切成小块甜而不腻。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:扯白糖,,,,,,
,,,,,,,,,姜糖,,,,,,,,,,,,,,,,,安昌古镇陈记扯白糖,,,,,comprehensive,,街头小吃,,,,,,,,姜糖——扯白糖是绍兴非遗技艺。师傅现场拉制，将滚烫糖浆反复拉扯至银白色，切成小块甜而不腻。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:姜糖,,,,,,
,,,,,,,,,花生糖,,,,,,,,,,,,,,,,,安昌古镇陈记扯白糖,,,,,comprehensive,,街头小吃,,,,,,,,花生糖——扯白糖是绍兴非遗技艺。师傅现场拉制，将滚烫糖浆反复拉扯至银白色，切成小块甜而不腻。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:花生糖,,,,,,
,,,,,,,,绍兴特产·安昌腊肠,安昌腊肠,,,,,,,,,,,,,,,,,安昌古镇宝麟酒家,,,,,comprehensive,,绍兴菜,,,,美食0159,,,,安昌腊肠——安昌古镇老街上的人气餐馆，以安昌腊味和本地绍兴菜为主。腊肠蒸饭是招牌。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:安昌腊肠,,,,,,
,,,,,,,,绍兴黄酒酿造技艺,黄酒,,,,,,,,,,,,,,,,,咸亨酒店外卖窗口,,,,,comprehensive,,街头小吃,,,,景点0086,,,,黄酒——咸亨酒店隔壁的外卖窗口，价格比堂食便宜。买包茴香豆边走边吃，体验孔乙己的快乐。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒,,,,,,
,,,,,,,,,龙井茶,,,,,,,,,,,,,,,,,东湖乌篷船码头茶馆,,,,,comprehensive,,茶馆,,,,,,,,龙井茶——东湖景区内的茶馆，可一边品茶一边欣赏东湖山水。桂花糕是季节限定。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:龙井茶,,,,,,
,,,,,,,,,桂花糕,,,,,,,,,,,,,,,,,东湖乌篷船码头茶馆,,,,,comprehensive,,茶馆,,,,,,,,桂花糕——东湖景区内的茶馆，可一边品茶一边欣赏东湖山水。桂花糕是季节限定。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:桂花糕,,,,,,
,,,,,,,,,藕粉,,,,,,,,,,,,,,,,,沈园茶馆,,,,,comprehensive,,茶馆,,,,,,,,藕粉——沈园内的茶馆，坐在宋代园林中品茶别有意境。可听到不远处越剧堂会的袅袅唱腔。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:藕粉,,,,,,
,,,,,,,,,土鸡煲,,,,,,,,,,,,,,,,,大禹陵农家乐,,,,,comprehensive,,农家菜,,,,,,,,土鸡煲——大禹陵周边的农家乐，以本地土鸡和鉴湖河鲜为主。土鸡煲是每桌必点。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:土鸡煲,,,,,,
,,,,,,,,,时蔬,,,,,,,,,,,,,,,,,大禹陵农家乐,,,,,comprehensive,,农家菜,,,,,,,,时蔬——大禹陵周边的农家乐，以本地土鸡和鉴湖河鲜为主。土鸡煲是每桌必点。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:时蔬,,,,,,
,,,,,,,,兰亭记,兰亭笋干,,,,,,,,,,,,,,,,,兰亭农家菜馆,,,,,comprehensive,,农家菜,,,,美食0144,,,,兰亭笋干——兰亭景区附近的农家菜，春季笋干最鲜美。环境简朴但食材新鲜地道。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:兰亭笋干,,,,,,
,,,,,,,,,时令蔬菜,,,,,,,,,,,,,,,,,兰亭农家菜馆,,,,,comprehensive,,农家菜,,,,,,,,时令蔬菜——兰亭景区附近的农家菜，春季笋干最鲜美。环境简朴但食材新鲜地道。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:时令蔬菜,,,,,,
,,,,,,,,,笋干烧肉,,,,,,,,,,,,,,,,,新昌农家乐,,,,,comprehensive,,农家菜,,,,,,,,笋干烧肉——穿岩十九峰周边的农家乐。新昌炒年糕是必吃的，配上一碗土鸡汤完美补给登山消耗。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:笋干烧肉,,,,,,
,,,,,,,,覆卮山,覆卮山土鸡,,,,,,,,,,,,,,,,,上虞农家乐,,,,,comprehensive,,农家菜,,,,景点0021,,,,覆卮山土鸡——覆卮山周边农家乐。油菜花季时坐在梯田边吃饭景色绝佳。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:覆卮山土鸡,,,,,,
,,,,,,,,,梯田时蔬,,,,,,,,,,,,,,,,,上虞农家乐,,,,,comprehensive,,农家菜,,,,,,,,梯田时蔬——覆卮山周边农家乐。油菜花季时坐在梯田边吃饭景色绝佳。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:梯田时蔬,,,,,,
,,,,,,,,,野生河鱼,,,,,,,,,,,,,,,,,上虞农家乐,,,,,comprehensive,,农家菜,,,,,,,,野生河鱼——覆卮山周边农家乐。油菜花季时坐在梯田边吃饭景色绝佳。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:野生河鱼,,,,,,
,,,,,,,,,梅干菜饼,,,,,,,,,,,,,,,,,绍兴特产·梅干菜,,,,,comprehensive,,土特产,,,,,,,,梅干菜饼——绍兴梅干菜色泽乌黑、香气浓郁。以芥菜腌制晒干而成，是做梅干菜扣肉的必备食材。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:梅干菜饼,,,,,,
,,,,,,,,,蒸腊肠,,,,,,,,,,,,,,,,,绍兴特产·安昌腊肠,,,,,comprehensive,,土特产,,,,,,,,蒸腊肠——安昌腊肠选用猪后腿肉灌制，用酱油、黄酒、白糖腌制后风干。蒸熟切片即可食用，香气扑鼻。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:蒸腊肠,,,,,,
,,,,,,,,,腊肠饭,,,,,,,,,,,,,,,,,绍兴特产·安昌腊肠,,,,,comprehensive,,土特产,,,,,,,,腊肠饭——安昌腊肠选用猪后腿肉灌制，用酱油、黄酒、白糖腌制后风干。蒸熟切片即可食用，香气扑鼻。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:腊肠饭,,,,,,
,,,,,,,,绍兴特产·花雕酒,花雕酒,,,,,,,,,,,,,,,,,绍兴特产·花雕酒,,,,,comprehensive,,土特产,,,,美食0161,,,,花雕酒——花雕酒是绍兴黄酒中的精品，酒坛上有精美彩绘。陈年花雕酒色如琥珀，温润醇厚。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:花雕酒,,,,,,
,,,,,,,,,蒸双臭,,,,,,,,,,,,,,,,,绍兴特产·霉苋菜梗,,,,,comprehensive,,土特产,,,,,,,,蒸双臭——绍兴三臭之一。苋菜梗发酵后产生特殊风味，爱的人爱死、怕的人怕死。配豆腐同蒸为'蒸双臭'。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:蒸双臭,,,,,,
,,,,,,,,绍兴特产·霉苋菜梗,霉苋菜梗,,,,,,,,,,,,,,,,,绍兴特产·霉苋菜梗,,,,,comprehensive,,土特产,,,,美食0162,,,,霉苋菜梗——绍兴三臭之一。苋菜梗发酵后产生特殊风味，爱的人爱死、怕的人怕死。配豆腐同蒸为'蒸双臭'。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:霉苋菜梗,,,,,,
,,,,,,,,,蒸霉千张,,,,,,,,,,,,,,,,,绍兴特产·霉千张,,,,,comprehensive,,土特产,,,,,,,,蒸霉千张——绍兴三臭之二。千张（豆腐皮）发酵后产生浓郁风味。蒸后口感绵软，是绍兴人最爱的下饭菜。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:蒸霉千张,,,,,,
,,,,,,,,王老汉臭豆腐,炸臭豆腐,,,,,,,,,,,,,,,,,绍兴特产·臭豆腐,,,,,comprehensive,,土特产,,,,美食0135,,,,炸臭豆腐——绍兴三臭之三。苋菜梗卤水浸泡豆腐后油炸至金黄。外酥里嫩，蘸甜酱和辣酱吃。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:炸臭豆腐,,,,,,
,,,,,,,,绍兴特产·糟鸡,糟鸡,,,,,,,,,,,,,,,,,绍兴特产·糟鸡,,,,,comprehensive,,土特产,,,,美食0166,,,,糟鸡——绍兴糟货代表。鸡肉用酒糟腌制后肉质紧实、酒香浓郁。是绍兴人过年必备冷盘。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:糟鸡,,,,,,
,,,,,,,,,糟鸡爪,,,,,,,,,,,,,,,,,绍兴特产·糟鸡,,,,,comprehensive,,土特产,,,,,,,,糟鸡爪——绍兴糟货代表。鸡肉用酒糟腌制后肉质紧实、酒香浓郁。是绍兴人过年必备冷盘。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:糟鸡爪,,,,,,
,,,,,,,,绍兴特产·香糕,绍兴香糕,,,,,,,,,,,,,,,,,绍兴特产·香糕,,,,,comprehensive,,糕点,,,,美食0168,,,,绍兴香糕——绍兴传统糕点，以米粉、白糖、桂花为原料烘烤制成。酥脆香甜，是伴手礼佳选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:绍兴香糕,,,,,,
,,,,,,,,,炒榨面,,,,,,,,,,,,,,,,,绍兴特产·嵊州榨面,,,,,comprehensive,,土特产,,,,,,,,炒榨面——嵊州传统米面，细如发丝。炒或煮汤皆可，口感爽滑。是嵊州家家户户必备的主食。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:炒榨面,,,,,,
,,,,,,,,,汤榨面,,,,,,,,,,,,,,,,,绍兴特产·嵊州榨面,,,,,comprehensive,,土特产,,,,,,,,汤榨面——嵊州传统米面，细如发丝。炒或煮汤皆可，口感爽滑。是嵊州家家户户必备的主食。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:汤榨面,,,,,,
,,,,,,,,绍兴特产·霉千张,霉千张,,,,,,,,,,,,,,,,,绍兴土菜馆,,,,,comprehensive,,绍兴菜,,,,美食0163,,,,霉千张——以绍兴三臭闻名的本地菜馆。霉苋菜梗蒸豆腐是招牌。体验地道绍兴味的好去处。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:霉千张,,,,,,
,,,,,,,,,雪菜炒笋,,,,,,,,,,,,,,,,,府山脚下土菜馆,,,,,comprehensive,,绍兴菜,,,,,,,,雪菜炒笋——府山公园旁的本地土菜馆，游客少本地人多。越鸡是绍兴本地鸡种，清汤炖制肉质鲜嫩。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:雪菜炒笋,,,,,,
,,,,,,,,,酱爆螺蛳,,,,,,,,,,,,,,,,,府山脚下土菜馆,,,,,comprehensive,,绍兴菜,,,,,,,,酱爆螺蛳——府山公园旁的本地土菜馆，游客少本地人多。越鸡是绍兴本地鸡种，清汤炖制肉质鲜嫩。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:酱爆螺蛳,,,,,,
,,,,,,,,绍兴特产·香糕,香糕,,,,,,,,,,,,,,,,,丁大兴糕点,,,,,comprehensive,,糕点,,,,美食0168,,,,香糕——绍兴老字号糕点店，桂花糕和香糕最受欢迎。伴手礼首选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:香糕,,,,,,
,,,,,,,,,定胜糕,,,,,,,,,,,,,,,,,丁大兴糕点,,,,,comprehensive,,糕点,,,,,,,,定胜糕——绍兴老字号糕点店，桂花糕和香糕最受欢迎。伴手礼首选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:定胜糕,,,,,,
,,,,,,,,,黄酒炖蛋,,,,,,,,,,,,,,,,,古越龙山酒楼,,,,,comprehensive,,绍兴菜,,,,,,,,黄酒炖蛋——古越龙山旗下的黄酒主题餐厅。每道菜都以黄酒入菜，酒香与菜香完美融合。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒炖蛋,,,,,,
,,,,,,,,,酒香肉,,,,,,,,,,,,,,,,,古越龙山酒楼,,,,,comprehensive,,绍兴菜,,,,,,,,酒香肉——古越龙山旗下的黄酒主题餐厅。每道菜都以黄酒入菜，酒香与菜香完美融合。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:酒香肉,,,,,,
,,,,,,,,,各类小吃,,,,,,,,,,,,,,,,,银泰城美食广场,,,,,comprehensive,,小吃集合,,,,,,,,各类小吃——绍兴市中心最大的购物中心美食广场，汇集绍兴小吃和全国连锁餐饮品牌。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:各类小吃,,,,,,
,,,,,,,,,连锁餐饮,,,,,,,,,,,,,,,,,银泰城美食广场,,,,,comprehensive,,小吃集合,,,,,,,,连锁餐饮——绍兴市中心最大的购物中心美食广场，汇集绍兴小吃和全国连锁餐饮品牌。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:连锁餐饮,,,,,,
,,,,,,,,绍东家,绍东家,,,,,,,,,,,,,,,,,世茂美食街,,,,,comprehensive,,小吃集合,,,,美食0140,,,,绍东家——绍兴世茂商圈的美食聚集区，从本地绍兴菜到日韩料理应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:绍东家,,,,,,
,,,,,,,,,日料,,,,,,,,,,,,,,,,,世茂美食街,,,,,comprehensive,,小吃集合,,,,,,,,日料——绍兴世茂商圈的美食聚集区，从本地绍兴菜到日韩料理应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:日料,,,,,,
,,,,,,,,,韩式烤肉,,,,,,,,,,,,,,,,,世茂美食街,,,,,comprehensive,,小吃集合,,,,,,,,韩式烤肉——绍兴世茂商圈的美食聚集区，从本地绍兴菜到日韩料理应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:韩式烤肉,,,,,,
,,,,,,,,,大排面,,,,,,,,,,,,,,,,,阿二面馆,,,,,comprehensive,,面点小吃,,,,,,,,大排面——绍兴本地人爱吃的老面馆。片儿川雪菜笋片肉丝浇头鲜美。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:大排面,,,,,,
,,,,,,,,,咸豆浆,,,,,,,,,,,,,,,,,老绍兴早点铺,,,,,comprehensive,,面点小吃,,,,,,,,咸豆浆——绍兴传统早餐铺。咸豆浆配油条是正宗绍兴吃法。粢饭团裹油条和榨菜是绍兴人从小吃到大的早餐。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:咸豆浆,,,,,,
,,,,,,,,,油条,,,,,,,,,,,,,,,,,老绍兴早点铺,,,,,comprehensive,,面点小吃,,,,,,,,油条——绍兴传统早餐铺。咸豆浆配油条是正宗绍兴吃法。粢饭团裹油条和榨菜是绍兴人从小吃到大的早餐。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:油条,,,,,,
,,,,,,,,,粢饭团,,,,,,,,,,,,,,,,,老绍兴早点铺,,,,,comprehensive,,面点小吃,,,,,,,,粢饭团——绍兴传统早餐铺。咸豆浆配油条是正宗绍兴吃法。粢饭团裹油条和榨菜是绍兴人从小吃到大的早餐。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:粢饭团,,,,,,
,,,,,,,,,西施豆腐,,,,,,,,,,,,,,,,,诸暨蒸菜馆,,,,,comprehensive,,地方菜,,,,,,,,西施豆腐——诸暨特色蒸菜馆。西施豆腐是诸暨名菜，嫩豆腐配虾仁火腿蒸制鲜香滑嫩。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:西施豆腐,,,,,,
,,,,,,,,诸暨蒸菜馆,诸暨蒸三鲜,,,,,,,,,,,,,,,,,诸暨蒸菜馆,,,,,comprehensive,,地方菜,,,,美食0178,,,,诸暨蒸三鲜——诸暨特色蒸菜馆。西施豆腐是诸暨名菜，嫩豆腐配虾仁火腿蒸制鲜香滑嫩。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:诸暨蒸三鲜,,,,,,
,,,,,,,,,新昌春饼,,,,,,,,,,,,,,,,,新昌特色小吃店,,,,,comprehensive,,面点小吃,,,,,,,,新昌春饼——新昌特色小吃。春饼薄如纸包着豆芽肉丝炸至金黄。米海茶是新昌传统饮品。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:新昌春饼,,,,,,
,,,,,,,,,米海茶,,,,,,,,,,,,,,,,,新昌特色小吃店,,,,,comprehensive,,面点小吃,,,,,,,,米海茶——新昌特色小吃。春饼薄如纸包着豆芽肉丝炸至金黄。米海茶是新昌传统饮品。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:米海茶,,,,,,
,,,,,,,,,上虞土鸡煲,,,,,,,,,,,,,,,,,上虞农家大院,,,,,comprehensive,,农家菜,,,,,,,,上虞土鸡煲——上虞区知名农家菜馆。土鸡煲用本地散养土鸡慢炖数小时，汤浓味鲜。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:上虞土鸡煲,,,,,,
,,,,,,,,绍兴特产·嵊州榨面,榨面,,,,,,,,,,,,,,,,,嵊州越乡小吃城,,,,,comprehensive,,小吃集合,,,,美食0169,,,,榨面——嵊州小吃一站式体验。小笼包皮薄馅大豆腐包一咬爆汁。炒年糕带汤是嵊州独有吃法。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:榨面,,,,,,
,,,,,,,,,笋干菜烧肉,,,,,,,,,,,,,,,,,绍兴特产·笋干菜,,,,,comprehensive,,土特产,,,,,,,,笋干菜烧肉——绍兴笋干菜用春笋和芥菜晒制而成，是做笋干菜烧肉的核心食材。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:笋干菜烧肉,,,,,,
,,,,,,,,,醉枣,,,,,,,,,,,,,,,,,绍兴特产·醉枣,,,,,comprehensive,,土特产,,,,,,,,醉枣——绍兴传统醉货。用黄酒浸泡红枣制成，酒香浓郁甜而不腻。伴手礼佳选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:醉枣,,,,,,
,,,,,,20-200元,,安昌古镇仁昌酱园,仁昌酱园,柯桥区安昌古镇内,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0141,,,,清光绪十八年(1892年)创建，至今用传统工艺晒制酱油。园区免费参观可购买手工酱油和酱货。母子酱油是绍兴独有的以酱油代水酿造的极品酱油。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:renchang,,,,,,
,,,,,,50-5000元,,古越龙山体验馆,古越龙山体验馆,越城区北海街道,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0148,,,,绍兴黄酒龙头企业的体验馆。可参观酿酒过程品尝不同年份黄酒，定制专属花雕酒坛。从口粮酒到收藏级应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:guyuelongshan,,,,,,
,,,,,,30-300元,,黄酒博物馆文创店,黄酒博物馆文创店,越城区下大路557号,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0137,,,,黄酒博物馆附设文创店。将黄酒做成年轻人喜欢的产品：棒冰、奶茶、巧克力甚至面膜。是伴手礼首选。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:huangjiuwenchuang,,,,,,
,,,,,,15-50元,,丁大兴糕点,丁大兴糕点,越城区解放南路,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0172,,,,绍兴百年糕点老店。桂花糕是招牌，桂花季现做的香气最浓。香糕酥脆适合配茶。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:dingdaxing,,,,,,
,,,,,,10-30元,,安昌古镇陈记扯白糖,安昌古镇·陈记扯白糖,柯桥区安昌古镇老街,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0142,,,,绍兴非遗技艺。师傅现场拉制，滚烫糖浆反复拉扯至银白色，切成小块。观看制作过程就是一场表演。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:chenji,,,,,,
,,,,,,40-200元,,安昌古镇·腊味铺,安昌古镇·腊味铺,柯桥区安昌古镇老街(多家),,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0182,,,,安昌古镇沿街数家腊味铺。腊月时节整条街挂满腊肠酱鸭，是最地道的绍兴年味。可现场品尝后购买。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:lachang,,,,,,
,,,,,,20-500元,,绍兴书画社,绍兴书画社,越城区鲁迅中路,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0183,,,,鲁迅故里附近的文房四宝店。兰亭序复制品从几十到几百元不等。买一幅回家挂在书房，绍兴之旅的精神延续。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:shuhua,,,,,,
,,,,,,30-500元,,嵊州竹编工艺馆,嵊州竹编工艺馆,嵊州市市区,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0184,,,,嵊州竹编国家级非遗。工艺精美可编织出人物动物花鸟立体造型。从小挂件到大型摆件应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:zhubian,,,,,,
,,,,,,50-2000元,,越窑青瓷工作室,越窑青瓷工作室,上虞区曹娥街道,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0185,,,,越窑青瓷国家级非遗。以类玉似冰的釉色著称。工作室可参观制作过程并购买手作青瓷。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:yueyao,,,,,,
,,,,,,20-300元,,绍兴特产总汇,绍兴特产总汇,越城区鲁迅中路(多家),,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0186,,,,鲁迅故里周边的特产店。一站购齐绍兴特产：梅干菜、香糕、黄酒、茴香豆。价格比景区内便宜。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:techan,,,,,,
,,,,,,50-300元/斤,,会稽山·香榧专卖,会稽山·香榧专卖,越城区稽东镇,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0187,,,,绍兴会稽山区是香榧原产地。千年香榧林在稽东镇。香榧酥脆香甜，是坚果中的爱马仕。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:xiangfei,,,,,,
,,,,,,20-200元,,书圣故里·扇子铺,书圣故里·扇子铺,越城区书圣故里,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0188,,,,书圣故里街上的手工扇铺。王羲之题扇桥典故源于此。可请师傅现场在扇面上题字作画。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:shanzi,,,,,,
,,,,,,50-500元,,绍兴花雕酒坊,绍兴花雕酒坊,越城区东浦黄酒小镇,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0189,,,,东浦黄酒小镇的酒坊。可观看古法酿酒，手工绘制花雕酒坛。女儿红状元红承载着绍兴千年的酒文化。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:huadiao,,,,,,
,,,,,,50-500元,,绍兴铜雕工作室,绍兴铜雕工作室,越城区府山直街,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0190,,,,绍兴铜雕省级非遗。以精细线刻著称。铜制书签是很有质感的伴手礼。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:tongdiao,,,,,,
,,,,,,15-100元,,嵊州越乡特产店,嵊州越乡特产店,嵊州市市区,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0191,,,,嵊州特产一站式购买。榨面是嵊州特有米面细如发丝。速冻小笼包可以带回家自己蒸。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:shengzhou,,,,,,
,,,,,,20-200元,,绍兴非遗馆·文创店,绍兴非遗馆·文创店,越城区人民西路非遗馆内,,,,,,,,,,,,,,,,,,,,,comprehensive,,特产,,,,美食0192,,,,绍兴非遗馆配套文创店。将非遗元素做成年轻人喜爱的文创产品。乌篷船模型是最受欢迎的纪念品。,,local_food,,comprehensive,,,,,2,,,comprehensive:shop:feiyi,,,,,,
